"","Date","month","day_of_week.x","weekday_weekend","dew_point","wind_speed","temperature","hdd","cdd","demand_forecast","demand","net_generation","total_interchange","forecast_error"
"381",2016-07-16,"2016-07",7,1,22.2583333333333,0.633333333333333,26.2583333333333,7.925,0,3076.875,2524.125,5055.25,2694,552.75
"382",2016-07-17,"2016-07",1,0,20.4833333333333,0.520833333333333,27.15,8.81666666666667,0,6035.20833333333,6035.16666666667,6801.04166666667,3547.58333333333,0.0416666666660603
"383",2016-07-18,"2016-07",2,0,21.9666666666667,0.658333333333333,27.4958333333333,9.1625,0,4696.70833333333,4579.54166666667,5664.375,2634,117.166666666666
"384",2016-07-19,"2016-07",3,0,19.875,0.595833333333333,28.4958333333333,10.1625,0,5060.875,5101.08333333333,4883.41666666667,1855.625,-40.208333333333
"385",2016-07-20,"2016-07",4,0,19.8541666666667,0.733333333333333,28.2083333333333,9.875,0,4700.29166666667,4915.375,4718.16666666667,2533.54166666667,-215.083333333333
"386",2016-07-21,"2016-07",5,0,20.575,0.558333333333333,28.0041666666667,9.67083333333333,0,4690.91666666667,4739.79166666667,4678.41666666667,2462.79166666667,-48.875
"387",2016-07-22,"2016-07",6,1,21.5416666666667,0.770833333333333,29.1416666666667,10.8083333333333,0,4837.29166666667,4672.125,4939.33333333333,2365.75,165.166666666667
"388",2016-07-23,"2016-07",7,1,21.8333333333333,0.475,29.6833333333333,11.35,0,4826.83333333333,5017.95833333333,5888,3199.5,-191.125
"389",2016-07-24,"2016-07",1,0,21.2125,0.441666666666667,30.4375,12.1041666666667,0,4841.41666666667,5283.54166666667,4971.08333333333,3193.41666666667,-442.125
"390",2016-07-25,"2016-07",2,0,21.9416666666667,0.8375,30.7125,12.3791666666667,0,5875.95833333333,5820.08333333333,5837.875,2545.33333333333,55.875
"391",2016-07-26,"2016-07",3,0,21.975,0.908333333333333,30.6625,12.3291666666667,0,6084.16666666667,5953.83333333333,5250.625,1168.33333333333,130.333333333334
"392",2016-07-27,"2016-07",4,0,20.7333333333333,0.841666666666667,31.2708333333333,12.9375,0,6046.70833333333,6030.20833333333,5255.125,955.125,16.5
"393",2016-07-28,"2016-07",5,0,20.675,1.70416666666667,30.7916666666667,12.4583333333333,0,6197.29166666667,5921.58333333333,4899.70833333333,1035.41666666667,275.708333333334
"394",2016-07-29,"2016-07",6,1,21,1.00833333333333,29.7,11.3666666666667,0,5585.29166666667,5365.29166666667,4847.58333333333,1583.16666666667,220
"395",2016-07-30,"2016-07",7,1,21.4291666666667,0.783333333333333,29.1791666666667,10.8458333333333,0,4414.79166666667,4151.5,3696.125,2026.54166666667,263.291666666667
"396",2016-07-31,"2016-07",1,0,21.1625,0.716666666666667,29.3875,11.0541666666667,0,4282.875,5051.25,5726.16666666667,1451.54166666667,-768.375
"397",2016-08-01,"2016-08",2,0,22.5166666666667,0.658333333333333,27.8333333333333,9.5,0,5148.125,4691.66666666667,4612.25,2557.125,456.458333333333
"398",2016-08-02,"2016-08",3,0,22.4,0.7875,28.2416666666667,9.90833333333333,0,5011.58333333333,4433.95833333333,4607.08333333333,2930.33333333333,577.625
"399",2016-08-03,"2016-08",4,0,22.7291666666667,0.8125,27.1083333333333,8.775,0,4275.95833333333,3861.29166666667,4086.125,3017.29166666667,414.666666666667
"400",2016-08-04,"2016-08",5,0,21.975,1.21666666666667,26.725,8.39166666666667,0,3521.33333333333,3613.41666666667,3943.91666666667,3159.16666666667,-92.083333333333
"401",2016-08-05,"2016-08",6,1,23.0083333333333,0.820833333333333,26.9375,8.60416666666666,0,3830.20833333333,3758.08333333333,3809.08333333333,2552.29166666667,72.125
"402",2016-08-06,"2016-08",7,1,21.8666666666667,0.675,29.2291666666667,10.8958333333333,0,3809.125,4384,5442.125,2428.20833333333,-574.875
"403",2016-08-07,"2016-08",1,0,23.1458333333333,0.720833333333333,28.4125,10.0791666666667,0,3830,3251.95833333333,4160.04166666667,2356.29166666667,578.041666666667
"404",2016-08-08,"2016-08",2,0,22.4291666666667,0.945833333333333,27.5416666666667,9.20833333333333,0,4402.41666666667,3847.91666666667,5549.95833333333,2958.375,554.5
"405",2016-08-09,"2016-08",3,0,22.3125,1.33333333333333,27.4458333333333,9.1125,0,4060.20833333333,4224.29166666667,4327.45833333333,2697.45833333333,-164.083333333333
"406",2016-08-10,"2016-08",4,0,22.5416666666667,0.9875,26.8916666666667,8.55833333333333,0,4311.70833333333,4119.79166666667,4191.66666666667,2950.5,191.916666666666
"407",2016-08-11,"2016-08",5,0,22.2625,0.7625,28.1541666666667,9.82083333333333,0,4659.25,4639.29166666667,4920.25,2488.54166666667,19.958333333333
"408",2016-08-12,"2016-08",6,1,22.4333333333333,0.795833333333333,28.65,10.3166666666667,0,5106.25,4993.125,5210.33333333333,2731,113.125
"409",2016-08-13,"2016-08",7,1,22.2375,1.14166666666667,28.9125,10.5791666666667,0,4513.29166666667,4609.08333333333,4378.95833333333,2424.45833333333,-95.7916666666661
"410",2016-08-14,"2016-08",1,0,22.8833333333333,0.741666666666667,28.5333333333333,10.2,0,4351.66666666667,4350.75,5889.70833333333,2562.58333333333,0.91666666666697
"411",2016-08-15,"2016-08",2,0,21.5833333333333,0.670833333333333,29.4458333333333,11.1125,0,5382,5393.41666666667,5271.58333333333,2583.29166666667,-11.416666666667
"412",2016-08-16,"2016-08",3,0,21.8125,0.870833333333333,29.1125,10.7791666666667,0,5584.625,5609.45833333333,5606.58333333333,2596.16666666667,-24.833333333333
"413",2016-08-17,"2016-08",4,0,21.0791666666667,0.808333333333333,29.5,11.1666666666667,0,5568.16666666667,5403.79166666667,5481.5,2432.16666666667,164.375
"414",2016-08-18,"2016-08",5,0,21.7,0.6375,28.4041666666667,10.0708333333333,0,5237.875,4921.91666666667,5195.5,2605.625,315.958333333333
"415",2016-08-19,"2016-08",6,1,21.6166666666667,0.683333333333333,27.0458333333333,8.7125,0,4262.625,4005.20833333333,3781.875,2334.54166666667,257.416666666667
"416",2016-08-20,"2016-08",7,1,21.0833333333333,0.65,27.0208333333333,8.6875,0,3311.04166666667,4611.5,5344.91666666667,2509.66666666667,-1300.45833333333
"417",2016-08-21,"2016-08",1,0,22.125,1.29166666666667,28.0416666666667,9.70833333333333,0,4383.45833333333,4742.58333333333,5086.75,2995.58333333333,-359.125
"418",2016-08-22,"2016-08",2,0,15.7,0.958333333333333,25.7458333333333,7.4125,0,4471.41666666667,4887.20833333333,5374.33333333333,3701.33333333333,-415.791666666666
"419",2016-08-23,"2016-08",3,0,14.8291666666667,0.725,25.8208333333333,7.4875,0,5047.04166666667,5328.25,5922.375,2443.83333333333,-281.208333333333
"420",2016-08-24,"2016-08",4,0,18.2708333333333,0.558333333333333,26.2708333333333,7.9375,0,5029.08333333333,4856.375,5694.70833333333,2744.625,172.708333333333
"421",2016-08-25,"2016-08",5,0,19.1583333333333,0.5375,28.2791666666667,9.94583333333333,0,4814.83333333333,5339.75,5074.08333333333,2832.58333333333,-524.916666666667
"422",2016-08-26,"2016-08",6,1,21.1958333333333,0.825,29.6125,11.2791666666667,0,5063.29166666667,5101.54166666667,5468.33333333333,2543.08333333333,-38.25
"423",2016-08-27,"2016-08",7,1,22.0875,0.770833333333333,29.4875,11.1541666666667,0,4828.58333333333,4098.41666666667,4718.95833333333,3457.75,730.166666666666
"424",2016-08-28,"2016-08",1,0,18.5625,1.225,27.5583333333333,9.225,0,4003.75,5050.54166666667,3646.16666666667,4000.45833333333,-1046.79166666667
"425",2016-08-29,"2016-08",2,0,17.475,1.04166666666667,26.375,8.04166666666666,0,5042.54166666667,4998.58333333333,4270.125,3345.66666666667,43.9583333333339
"426",2016-08-30,"2016-08",3,0,17.3166666666667,0.933333333333333,26.7833333333333,8.45,0,5042.79166666667,5199.66666666667,5826.83333333333,2508.625,-156.875
"427",2016-08-31,"2016-08",4,0,19.0666666666667,0.6875,27.975,9.64166666666667,0,4395.875,4637.83333333333,4546.16666666667,2358.20833333333,-241.958333333333
"428",2016-09-01,"2016-09",5,0,20.45,0.879166666666667,27.1625,8.82916666666667,0,4721.41666666667,4098.79166666667,5107.875,2270.33333333333,622.625
"429",2016-09-02,"2016-09",6,1,19.6625,2.6875,21.5541666666667,3.22083333333333,0,2291,1586.66666666667,1947.375,3655.875,704.333333333333
"430",2016-09-03,"2016-09",7,1,14.8333333333333,1.375,22.6041666666667,4.27083333333333,0,5461.79166666667,5905.625,5978.66666666667,3310.75,-443.833333333333
"431",2016-09-04,"2016-09",1,0,16.7666666666667,0.7,23.0666666666667,4.73333333333333,0,6258.20833333333,5571.625,6319.45833333333,3421.08333333333,686.583333333333
"432",2016-09-05,"2016-09",2,0,14.9625,0.7125,23.5083333333333,5.175,0,6066.95833333333,5997.91666666667,6185.04166666667,3809.08333333333,69.0416666666661
"433",2016-09-06,"2016-09",3,0,14.8083333333333,0.804166666666667,25.3375,7.00416666666667,0,6113.625,5906.25,6242.95833333333,2410,207.375
"434",2016-09-07,"2016-09",4,0,17.0125,0.7375,26.7833333333333,8.45,0,5927.58333333333,5862.08333333333,6341.16666666667,3491.95833333333,65.5
"435",2016-09-08,"2016-09",5,0,17.15,0.6625,27.075,8.74166666666667,0,5572.625,5218.79166666667,5989.83333333333,2589.875,353.833333333333
"436",2016-09-09,"2016-09",6,1,18.6625,0.479166666666667,27.85,9.51666666666667,0,4408.625,4240.125,4384.75,3136.95833333333,168.5
"437",2016-09-10,"2016-09",7,1,18.8916666666667,0.891666666666667,27.8833333333333,9.55,0,4737.04166666667,4581.45833333333,5068.5,2421.41666666667,155.583333333334
"438",2016-09-11,"2016-09",1,0,19.6791666666667,0.754166666666667,26.175,7.84166666666667,0,5438.95833333333,5421.79166666667,6586.95833333333,2651.83333333333,17.1666666666661
"439",2016-09-12,"2016-09",2,0,18.5958333333333,1.12083333333333,24.4583333333333,6.125,0,4535.33333333333,4565.125,4691.83333333333,2952.33333333333,-29.791666666667
"440",2016-09-13,"2016-09",3,0,19.6708333333333,0.779166666666667,25.4833333333333,7.15,0,4658.08333333333,4940.45833333333,5883.45833333333,2182.75,-282.375
"441",2016-09-14,"2016-09",4,0,18.5666666666667,0.9125,25.6625,7.32916666666667,0,5065.25,5252.70833333333,5591.16666666667,1602.70833333333,-187.458333333333
"442",2016-09-15,"2016-09",5,0,18.1375,0.991666666666667,25.975,7.64166666666667,0,5089.875,4800.95833333333,5507.125,1797,288.916666666667
"443",2016-09-16,"2016-09",6,1,18.4208333333333,0.883333333333333,24.7208333333333,6.3875,0,4368.45833333333,4043.125,4681.25,1874.125,325.333333333333
"444",2016-09-17,"2016-09",7,1,18.4375,0.741666666666667,24.8958333333333,6.5625,0,5276.58333333333,5137.875,5906.20833333333,2373.25,138.708333333333
"445",2016-09-18,"2016-09",1,0,19.6041666666667,0.6875,25.9708333333333,7.6375,0,6163.79166666667,6316.625,6874.66666666667,2633.66666666667,-152.833333333333
"446",2016-09-19,"2016-09",2,0,20.9625,0.766666666666667,25.3958333333333,7.0625,0,4709.875,4943.625,5541.04166666667,1416.29166666667,-233.75
"447",2016-09-20,"2016-09",3,0,18.3333333333333,1.55416666666667,24.3,5.96666666666667,0,4688.33333333333,4525.54166666667,5353.25,1717.91666666667,162.791666666666
"448",2016-09-21,"2016-09",4,0,18.4583333333333,2.1875,23.0125,4.67916666666667,0,5337.41666666667,3987.83333333333,4740.29166666667,1616.33333333333,1349.58333333333
"449",2016-09-22,"2016-09",5,0,19.2916666666667,1.65833333333333,24.0166666666667,5.68333333333333,0,4715.5,4176.29166666667,5031.625,2398.08333333333,539.208333333333
"450",2016-09-23,"2016-09",6,1,19.2,1.17916666666667,24.9708333333333,6.6375,0,5059.625,4584.125,5663.83333333333,1302.91666666667,475.5
"451",2016-09-24,"2016-09",7,1,15.5375,0.616666666666667,25.9625,7.62916666666667,0,5619.45833333333,5790.91666666667,6806.25,2409.04166666667,-171.458333333334
"452",2016-09-25,"2016-09",1,0,16.7875,0.604166666666667,25.65,7.31666666666667,0,5310.45833333333,5210.66666666667,5845.91666666667,1612.25,99.7916666666661
"453",2016-09-26,"2016-09",2,0,20.7208333333333,1.06666666666667,23.6291666666667,5.29583333333333,0,5009.75,4622.25,6001.875,1108,387.5
"454",2016-09-27,"2016-09",3,0,20.5625,0.775,23.8583333333333,5.525,0,4693.41666666667,4817.04166666667,5408.25,1562.875,-123.625
"455",2016-09-28,"2016-09",4,0,19.4791666666667,0.8875,24.0541666666667,5.72083333333333,0,4773.58333333333,4946.70833333333,5378.79166666667,1253.08333333333,-173.125
"456",2016-09-29,"2016-09",5,0,18.1,0.995833333333333,23.0541666666667,4.72083333333333,0,4435.29166666667,4285.95833333333,5316.08333333333,1600.79166666667,149.333333333334
"457",2016-09-30,"2016-09",6,1,14.7875,0.970833333333333,21.6916666666667,3.35833333333333,0,4246.08333333333,4405.625,4426.16666666667,1767.79166666667,-159.541666666667
"458",2016-10-01,"2016-10",7,1,10.075,0.820833333333333,20.0583333333333,1.725,0,6598.33333333333,6136.45833333333,5788.375,3076.625,461.875
"459",2016-10-02,"2016-10",1,0,11.9416666666667,0.6125,20.8083333333333,2.475,0,6423.5,5975.79166666667,6298.75,3668.54166666667,447.708333333333
"460",2016-10-03,"2016-10",2,0,14.4,0.683333333333333,21.3291666666667,2.99583333333333,0,5019.5,4963.79166666667,4167.04166666667,1866.5,55.708333333333
"461",2016-10-04,"2016-10",3,0,14.8416666666667,1.24166666666667,20.3416666666667,2.00833333333333,0,4154.5,4065.75,4982.16666666667,1267.08333333333,88.75
"462",2016-10-05,"2016-10",4,0,14.2666666666667,1.48333333333333,18.725,0.391666666666666,0,4115.95833333333,3917.875,6662.66666666667,1241.625,198.083333333333
"463",2016-10-06,"2016-10",5,0,14.4666666666667,1.61666666666667,19.4875,1.15416666666667,0,4368.91666666667,4092.95833333333,6009.25,1353.375,275.958333333333
"464",2016-10-07,"2016-10",6,1,19.4,1.7,20.15,1.81666666666667,0,4175.375,3991.125,4633.5,2271.20833333333,184.25
"465",2016-10-08,"2016-10",7,1,18.5166666666667,3.23333333333333,20.0333333333333,1.7,0,8746,5288.75,5115.95833333333,2390.95833333333,3457.25
"466",2016-10-09,"2016-10",1,0,6.675,2.125,15.6875,0,2.64583333333334,8399.875,8606.125,6137.125,3216.125,-206.25
"467",2016-10-10,"2016-10",2,0,7.14583333333333,1.11666666666667,13.4833333333333,0,4.85,4060.25,4226.375,4721.91666666667,3213.08333333333,-166.125
"468",2016-10-11,"2016-10",3,0,7.27916666666667,0.929166666666667,12.7625,0,5.57083333333333,3899.875,3903.95833333333,3532.25,2490.875,-4.08333333333348
"469",2016-10-12,"2016-10",4,0,9.50416666666667,0.758333333333333,14.5541666666667,0,3.77916666666667,3979.08333333333,4088.70833333333,4236.95833333333,2486.375,-109.625
"470",2016-10-13,"2016-10",5,0,10.7625,0.733333333333333,18.1833333333333,0,0.150000000000002,4079.04166666667,3787.29166666667,4128.41666666667,2730.79166666667,291.75
"471",2016-10-14,"2016-10",6,1,13.3416666666667,0.9625,17.0708333333333,0,1.2625,4457.625,4395.5,3632.125,3121.125,62.125
"472",2016-10-15,"2016-10",7,1,13.8916666666667,0.558333333333333,16.825,0,1.50833333333334,9024.95833333333,8903.70833333333,4463.75,2703.20833333333,121.25
"473",2016-10-16,"2016-10",1,0,14.8083333333333,0.625,18.5666666666667,0.233333333333331,0,6788.70833333333,6704.58333333333,5076.70833333333,2555,84.125
"474",2016-10-17,"2016-10",2,0,15.6541666666667,0.833333333333333,19.8875,1.55416666666667,0,4753.29166666667,4704,4733.45833333333,2683.125,49.291666666667
"475",2016-10-18,"2016-10",3,0,16.6958333333333,1.18333333333333,20.7,2.36666666666667,0,4668.16666666667,4628,4936.875,2782.54166666667,40.166666666667
"476",2016-10-19,"2016-10",4,0,16.5916666666667,0.608333333333333,22.2083333333333,3.875,0,4667.20833333333,4648.125,4789.125,2566.33333333333,19.083333333333
"477",2016-10-20,"2016-10",5,0,16.9291666666667,0.791666666666667,22.1458333333333,3.8125,0,4806.66666666667,4626.41666666667,4146.125,2673.45833333333,180.25
"478",2016-10-21,"2016-10",6,1,11.2625,1.97916666666667,17.3333333333333,0,1,3711.41666666667,3795.66666666667,1881.83333333333,2559.54166666667,-84.25
"479",2016-10-22,"2016-10",7,1,2.3625,1.65,11.4041666666667,0,6.92916666666667,9549.33333333333,10206.875,4179,2560.25,-657.541666666666
"480",2016-10-23,"2016-10",1,0,3.97916666666667,0.9875,12.45,0,5.88333333333333,9575.75,9859.95833333333,3772.79166666667,2537.83333333333,-284.208333333334
"481",2016-10-24,"2016-10",2,0,7.46666666666667,1.17916666666667,16.0708333333333,0,2.2625,3723.33333333333,4119,3724.08333333333,2964.79166666667,-395.666666666667
"482",2016-10-25,"2016-10",3,0,5.6125,0.825,13.3166666666667,0,5.01666666666667,3637.625,3952.25,3727.33333333333,3257.95833333333,-314.625
"483",2016-10-26,"2016-10",4,0,6.01666666666667,0.745833333333333,12.7166666666667,0,5.61666666666667,3847.25,4200.58333333333,3146.08333333333,3156.20833333333,-353.333333333333
"484",2016-10-27,"2016-10",5,0,12.6166666666667,1.17083333333333,16.65,0,1.68333333333333,3759.16666666667,3768.20833333333,3907.91666666667,3649.33333333333,-9.04166666666697
"485",2016-10-28,"2016-10",6,1,11.725,0.7375,17.95,0,0.383333333333333,4611.58333333333,4546.04166666667,4093.83333333333,3809.29166666667,65.5416666666661
"486",2016-10-29,"2016-10",7,1,12.6875,0.925,18.0833333333333,0,0.25,6574.625,7636.70833333333,6456.5,4043.375,-1062.08333333333
"487",2016-10-30,"2016-10",1,0,12.4666666666667,0.829166666666667,18.95,0.616666666666664,0,6006.33333333333,6577.70833333333,6785.16666666667,2605.66666666667,-571.375
"488",2016-10-31,"2016-10",2,0,13.9458333333333,1.01666666666667,19.3958333333333,1.0625,0,4495.70833333333,4237.91666666667,5100.25,2691.16666666667,257.791666666666
"489",2016-11-01,"2016-11",3,0,13.7041666666667,0.7625,17.4041666666667,0,0.929166666666667,4225.25,3685.04166666667,4831.20833333333,2690.58333333333,540.208333333333
"490",2016-11-02,"2016-11",4,0,13.8583333333333,0.679166666666667,18.8791666666667,0.545833333333331,0,4569.91666666667,3915.95833333333,4629.66666666667,2574.95833333333,653.958333333333
"491",2016-11-03,"2016-11",5,0,13.4041666666667,0.829166666666667,19.3125,0.979166666666664,0,4830.45833333333,4472.875,4481.70833333333,2981.54166666667,357.583333333333
"492",2016-11-04,"2016-11",6,1,9.60833333333333,1.48333333333333,16.6291666666667,0,1.70416666666667,4574.375,3956.66666666667,4421.54166666667,3220.83333333333,617.708333333333
"493",2016-11-05,"2016-11",7,1,4.35,0.7125,12.1416666666667,0,6.19166666666667,8668.54166666667,9838.41666666667,3932.04166666667,2749.79166666667,-1169.875
"494",2016-11-06,"2016-11",1,0,3.55833333333333,0.8625,12.4208333333333,0,5.9125,9142.96,8538.2,3306.96,2679.28,604.759999999998
"495",2016-11-07,"2016-11",2,0,3.925,1.0375,11.7625,0,6.57083333333333,3310.95833333333,3725.79166666667,4715.54166666667,3460.41666666667,-414.833333333333
"496",2016-11-08,"2016-11",3,0,3.57083333333333,0.8125,11.6458333333333,0,6.6875,4048.66666666667,3635,1774.70833333333,3259.125,413.666666666667
"497",2016-11-09,"2016-11",4,0,4.0125,1.49166666666667,11.975,0,6.35833333333333,3892.83333333333,3799.04166666667,3993.83333333333,3398.83333333333,93.791666666667
"498",2016-11-10,"2016-11",5,0,0.65,0.9625,10.2083333333333,0,8.125,3135.91666666667,3638.70833333333,1403.58333333333,3801.79166666667,-502.791666666667
"499",2016-11-11,"2016-11",6,1,2.34166666666667,1.0125,12.0625,0,6.27083333333334,4291.45833333333,3904.54166666667,1091.29166666667,3487.125,386.916666666667
"500",2016-11-12,"2016-11",7,1,1.34166666666667,1.25833333333333,8.50416666666667,0,9.82916666666667,6006.08333333333,6604.29166666667,6846.41666666667,2809.29166666667,-598.208333333334
"501",2016-11-13,"2016-11",1,0,-0.4875,0.666666666666667,7.07916666666667,0,11.2541666666667,4504.79166666667,1673.25,2541.375,3252.20833333333,2831.54166666667
"502",2016-11-14,"2016-11",2,0,4.84166666666667,0.608333333333333,11.2125,0,7.12083333333334,3995.25,3917.16666666667,3896.95833333333,2116.33333333333,78.0833333333335
"503",2016-11-15,"2016-11",3,0,2.65833333333333,0.804166666666667,9.62916666666667,0,8.70416666666667,2987.41666666667,3050.875,3802.125,2755,-63.4583333333335
"504",2016-11-16,"2016-11",4,0,5.06666666666667,0.825,11.1625,0,7.17083333333333,3630.125,2940.83333333333,4745.625,3249.70833333333,689.291666666667
"505",2016-11-17,"2016-11",5,0,4.57916666666667,0.7125,12.1583333333333,0,6.175,3740.66666666667,3688.83333333333,6007.75,2486.875,51.833333333333
"506",2016-11-18,"2016-11",6,1,5.8875,0.8375,14.0291666666667,0,4.30416666666667,4672.54166666667,3861.41666666667,5775.95833333333,2538.79166666667,811.125
"507",2016-11-19,"2016-11",7,1,1.475,1.8625,10.8416666666667,0,7.49166666666667,8330.95833333333,7528.95833333333,8163.70833333333,2377.70833333333,802.000000000001
"508",2016-11-20,"2016-11",1,0,-7.6,1.33333333333333,4.80416666666667,0,13.5291666666667,2916.75,3325.875,4239.95833333333,2837.75,-409.125
"509",2016-11-21,"2016-11",2,0,-6.64583333333333,1.125,5.24583333333333,0,13.0875,2306.75,2115,2419.875,2969.25,191.75
"510",2016-11-22,"2016-11",3,0,-4.9375,0.695833333333333,5.94583333333333,0,12.3875,2142.20833333333,2104.95833333333,2036.375,2749.33333333333,37.25
"511",2016-11-23,"2016-11",4,0,-1.0625,0.841666666666667,8.19166666666667,0,10.1416666666667,1496.33333333333,1707.625,3529.66666666667,2190.66666666667,-211.291666666667
"512",2016-11-24,"2016-11",5,0,10.0291666666667,0.9625,13.875,0,4.45833333333334,9176.33333333333,9247.79166666667,9800.875,3031.875,-71.4583333333321
"513",2016-11-25,"2016-11",6,1,9.72916666666667,0.8875,15,0,3.33333333333333,10595.4166666667,10297.25,9087.79166666667,2930.25,298.166666666666
"514",2016-11-26,"2016-11",7,1,-0.545833333333333,1.30833333333333,8.4375,0,9.89583333333334,7713.54166666667,7876.08333333333,8721.04166666667,2609.75,-162.541666666666
"515",2016-11-27,"2016-11",1,0,-1.925,0.6125,5.2375,0,13.0958333333333,5804.70833333333,4212.33333333333,4840,2936.41666666667,1592.375
"516",2016-11-28,"2016-11",2,0,3.9625,1.30416666666667,9.13333333333333,0,9.2,1715.91666666667,1826.125,2265.33333333333,3495.5,-110.208333333333
"517",2016-11-29,"2016-11",3,0,16.525,2.22083333333333,17.6125,0,0.720833333333335,4630.75,3987.20833333333,4362.95833333333,3178,643.541666666667
"518",2016-11-30,"2016-11",4,0,16.4291666666667,1.975,18.3208333333333,0,0.0125000000000028,3794.375,3793.54166666667,4106.91666666667,2416.33333333333,0.833333333333485
"519",2016-12-01,"2016-12",5,0,4.52916666666667,1.1125,10.5791666666667,0,7.75416666666667,4020.91666666667,3822.25,4141.20833333333,2280.70833333333,198.666666666667
"520",2016-12-02,"2016-12",6,1,-0.654166666666667,0.954166666666667,6.60833333333333,0,11.725,2446.625,1496.125,3816.20833333333,2469.70833333333,950.5
"521",2016-12-03,"2016-12",7,1,-0.341666666666667,0.716666666666667,6.4875,0,11.8458333333333,1238.08333333333,1404.70833333333,3003,3530.70833333333,-166.625
"522",2016-12-04,"2016-12",1,0,3.45,0.8125,4.94583333333333,0,13.3875,3575.70833333333,4482.5,4407.83333333333,3220.66666666667,-906.791666666667
"523",2016-12-05,"2016-12",2,0,6.875,0.745833333333333,8.64166666666667,0,9.69166666666667,3442.20833333333,2786,3984.58333333333,2719.45833333333,656.208333333333
"524",2016-12-06,"2016-12",3,0,6.22916666666667,1.38333333333333,7.00416666666667,0,11.3291666666667,4345.41666666667,4651.25,4748.41666666667,3640.25,-305.833333333333
"525",2016-12-07,"2016-12",4,0,4.0875,0.808333333333333,8.35833333333333,0,9.975,1731.45833333333,1590.54166666667,1786.70833333333,2690.375,140.916666666667
"526",2016-12-08,"2016-12",5,0,-1.5625,1.2875,5.94583333333333,0,12.3875,3229.75,4280.45833333333,3451.08333333333,4107.95833333333,-1050.70833333333
"527",2016-12-09,"2016-12",6,1,-7.9,1.07916666666667,-0.554166666666667,0,18.8875,3705.16666666667,3521.25,4557.83333333333,2916.29166666667,183.916666666667
"528",2016-12-10,"2016-12",7,1,-8.675,0.7,-0.754166666666667,0,19.0875,3653.66666666667,3691.33333333333,4514.66666666667,2896.79166666667,-37.666666666667
"529",2016-12-11,"2016-12",1,0,-4.17916666666667,0.904166666666667,1.90833333333333,0,16.425,3007.20833333333,3379.41666666667,4261.45833333333,3305.79166666667,-372.208333333333
"530",2016-12-12,"2016-12",2,0,7.825,1.26666666666667,8.75416666666667,0,9.57916666666667,2360,2039.33333333333,2858.33333333333,3478.125,320.666666666667
"531",2016-12-13,"2016-12",3,0,5.7125,0.7,6.70833333333333,0,11.625,2101.45833333333,2317.16666666667,3012.875,2865.29166666667,-215.708333333333
"532",2016-12-14,"2016-12",4,0,2.78333333333333,0.933333333333333,5.68333333333333,0,12.65,2417.54166666667,3048.41666666667,3271.95833333333,3101.33333333333,-630.875
"533",2016-12-15,"2016-12",5,0,-9.02916666666667,1.60416666666667,0.495833333333333,0,17.8375,3811.29166666667,3690.25,4090.625,3232.5,121.041666666667
"534",2016-12-16,"2016-12",6,1,-13.6333333333333,0.816666666666667,-3.12916666666667,0,21.4625,5429.25,5537.20833333333,6428.91666666667,3412.29166666667,-107.958333333333
"535",2016-12-17,"2016-12",7,1,0.329166666666667,1.14166666666667,3.075,0,15.2583333333333,2844.625,3188.875,4482.125,3308.95833333333,-344.25
"536",2016-12-18,"2016-12",1,0,10.5791666666667,1.88333333333333,12.5958333333333,0,5.7375,5124.54166666667,6001.125,2516.54166666667,3591.83333333333,-876.583333333333
"537",2016-12-19,"2016-12",2,0,-0.0291666666666667,1.65833333333333,2.67083333333333,0,15.6625,4715.83333333333,4945.95833333333,5909.875,2963.20833333333,-230.125
"538",2016-12-20,"2016-12",3,0,-3.58333333333333,0.8625,1.4375,0,16.8958333333333,3422.75,3264.29166666667,4987.95833333333,2853.29166666667,158.458333333333
"539",2016-12-21,"2016-12",4,0,-3.9625,0.783333333333333,3.10416666666667,0,15.2291666666667,2516.75,3435.45833333333,3824.25,3086.41666666667,-918.708333333333
"540",2016-12-22,"2016-12",5,0,2.12916666666667,1.2625,7.32083333333333,0,11.0125,1566.04166666667,1431.625,2644.45833333333,2800.91666666667,134.416666666667
"541",2016-12-23,"2016-12",6,1,-0.7125,0.9125,4.77916666666667,0,13.5541666666667,1586.45833333333,1957.16666666667,1938.95833333333,3573.16666666667,-370.708333333333
"542",2016-12-24,"2016-12",7,1,8.10416666666667,0.991666666666667,10.1916666666667,0,8.14166666666667,9341.79166666667,8390.95833333333,5987.16666666667,4013.375,950.833333333332
"543",2016-12-25,"2016-12",1,0,10.2416666666667,0.941666666666667,12.1333333333333,0,6.2,10264.5416666667,10308.1666666667,8683.875,3705.75,-43.625
"544",2016-12-26,"2016-12",2,0,7.85416666666667,0.766666666666667,10.2166666666667,0,8.11666666666667,5078.70833333333,8688.79166666667,4989.79166666667,3937.875,-3610.08333333333
"545",2016-12-27,"2016-12",3,0,11.8,1.38333333333333,13.4541666666667,0,4.87916666666667,4353.83333333333,7658.91666666667,5196.08333333333,3886.91666666667,-3305.08333333333
"546",2016-12-28,"2016-12",4,0,1.57083333333333,0.8375,8.60833333333333,0,9.725,3612.54166666667,5877.16666666667,6612.125,3125.29166666667,-2264.625
"547",2016-12-29,"2016-12",5,0,1.6,1.925,8.69166666666667,0,9.64166666666667,3745.54166666667,4873.95833333333,5325.04166666667,2805.83333333333,-1128.41666666667
